RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Group,Satisfaction_Group
7206,15592914,Fang,683,France,Female,29,9,76486.0,2,Yes,Yes,48849.89,0,Not Complained,3,GOLD,468,Early_Adult,Neutral
7207,15770995,Sinclair,753,Germany,Female,47,1,131161.0,1,Yes,No,197444.69,0,Not Complained,3,DIAMOND,482,Senior,Neutral
7208,15570990,Begley,520,Spain,Female,30,4,145223.0,2,No,No,145160.96,0,Not Complained,3,GOLD,779,Early_Adult,Neutral
7209,15596165,Degtyarev,547,Germany,Male,25,4,98142.0,2,Yes,Yes,52309.8,0,Not Complained,2,SILVER,837,Young,Dissatisfied
7210,15788131,Atkins,653,France,Male,47,6,76486.0,1,Yes,No,50695.93,1,Complained,2,SILVER,622,Senior,Dissatisfied
7211,15800773,Ikenna,648,Spain,Female,28,9,102283.0,1,Yes,Yes,157891.11,0,Not Complained,1,DIAMOND,472,Early_Adult,Very Dissatisfied
7212,15690153,Sun,639,France,Female,37,4,116122.0,2,No,Yes,181850.74,0,Not Complained,1,PLATINUM,503,Middle_Age,Very Dissatisfied
7213,15638989,Lettiere,711,France,Female,25,5,190067.0,1,No,No,51345.39,1,Complained,5,GOLD,303,Young,Very Satisfied
7214,15623210,Smith,484,Germany,Female,55,8,149350.0,3,No,No,137519.92,1,Complained,5,PLATINUM,760,Senior,Very Satisfied
7215,15652658,Finch,721,France,Male,36,1,155177.0,2,Yes,Yes,49653.37,0,Not Complained,5,SILVER,667,Middle_Age,Very Satisfied
7216,15684440,Monaldo,548,Germany,Male,32,2,98986.0,1,Yes,Yes,55867.38,0,Not Complained,4,DIAMOND,315,Early_Adult,Satisfied
7217,15730287,Ugonna,679,France,Male,41,8,147727.0,3,Yes,No,172749.4,1,Complained,1,DIAMOND,575,Middle_Age,Very Dissatisfied
7218,15720353,Chiang,553,France,Male,41,1,76486.0,2,Yes,No,90607.31,0,Not Complained,2,PLATINUM,534,Middle_Age,Dissatisfied
7219,15767231,Sun,757,France,Male,36,7,144852.0,1,No,No,130861.95,0,Not Complained,2,SILVER,575,Middle_Age,Dissatisfied
7220,15761554,Blackburn,581,France,Male,54,4,89300.0,1,No,No,5558.47,1,Complained,4,PLATINUM,269,Senior,Satisfied
7221,15706637,Chang,718,Spain,Male,40,9,76486.0,2,No,No,121537.91,0,Not Complained,4,GOLD,299,Middle_Age,Satisfied
7222,15690492,Palermo,625,France,Male,41,6,97663.0,2,Yes,No,57128.78,0,Not Complained,4,DIAMOND,688,Middle_Age,Satisfied
7223,15694237,McEwan,744,Spain,Male,39,4,95162.0,1,Yes,No,19409.77,0,Not Complained,3,GOLD,920,Middle_Age,Neutral
7224,15729771,Davide,799,Germany,Male,31,9,154587.0,1,No,Yes,88604.89,1,Complained,4,SILVER,665,Early_Adult,Satisfied
7225,15609823,Chieloka,751,Spain,Female,34,8,127095.0,2,No,No,479.54,0,Not Complained,2,DIAMOND,995,Early_Adult,Dissatisfied
7226,15793366,Humphreys,781,Germany,Male,35,7,92526.0,2,Yes,Yes,173837.54,0,Not Complained,5,SILVER,534,Early_Adult,Very Satisfied
7227,15614813,Cocci,777,Germany,Female,46,0,107363.0,1,Yes,No,487.3,0,Not Complained,1,SILVER,258,Senior,Very Dissatisfied
7228,15566495,Hanson,704,Spain,Female,24,2,76486.0,1,Yes,No,35600.25,1,Complained,3,PLATINUM,443,Young,Neutral
7229,15707602,Macleod,539,France,Female,47,2,127286.0,2,Yes,Yes,166929.43,1,Complained,1,DIAMOND,551,Senior,Very Dissatisfied
7230,15635244,Ritchie,716,France,Female,29,6,76486.0,2,Yes,Yes,98998.61,0,Not Complained,2,DIAMOND,545,Early_Adult,Dissatisfied
7231,15805627,Nebechukwu,670,France,Male,37,2,76486.0,2,Yes,Yes,54229.74,0,Not Complained,5,SILVER,407,Middle_Age,Very Satisfied
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.0,1,Yes,Yes,105720.09,0,Not Complained,1,SILVER,872,Middle_Age,Very Dissatisfied
7233,15799785,Ikemefuna,679,Germany,Female,30,4,77950.0,1,Yes,Yes,121151.46,0,Not Complained,4,SILVER,791,Early_Adult,Satisfied
7234,15699963,Scott,571,France,Male,38,1,121405.0,1,Yes,Yes,154844.22,0,Not Complained,4,GOLD,585,Middle_Age,Satisfied
7235,15624595,Chiang,512,Spain,Female,35,5,124581.0,1,Yes,Yes,18785.48,0,Not Complained,2,SILVER,428,Early_Adult,Dissatisfied
7236,15629750,Artyomova,697,France,Male,35,5,133088.0,1,Yes,No,64771.61,0,Not Complained,1,GOLD,373,Early_Adult,Very Dissatisfied
7237,15651460,Hsieh,424,Spain,Male,34,7,76486.0,1,Yes,Yes,16250.61,0,Not Complained,4,PLATINUM,640,Early_Adult,Satisfied
7238,15753550,Levien,684,France,Female,43,7,76486.0,2,Yes,No,131093.99,0,Not Complained,5,PLATINUM,358,Middle_Age,Very Satisfied
7239,15594133,Erskine,697,Spain,Male,62,7,76486.0,1,Yes,No,129188.18,1,Complained,4,DIAMOND,547,Elder,Satisfied
7240,15772329,Fiorentino,580,Germany,Male,45,8,103741.0,1,Yes,No,47428.73,1,Complained,4,GOLD,799,Middle_Age,Satisfied
7241,15591552,Okonkwo,600,France,Female,32,7,98878.0,1,Yes,No,132973.21,0,Not Complained,4,DIAMOND,668,Early_Adult,Satisfied
7242,15750921,Monds,521,France,Male,37,5,105843.0,2,Yes,Yes,84908.2,0,Not Complained,3,SILVER,751,Middle_Age,Neutral
7243,15701687,Campbell,664,Spain,Male,44,7,77527.0,3,No,No,57338.56,1,Complained,5,DIAMOND,339,Middle_Age,Very Satisfied
7244,15728906,Ibekwe,634,France,Male,77,5,76486.0,2,Yes,Yes,161579.85,0,Not Complained,5,PLATINUM,398,Elder,Very Satisfied
7245,15670029,Marcelo,445,France,Female,33,7,76486.0,2,Yes,No,122625.68,0,Not Complained,1,DIAMOND,894,Early_Adult,Very Dissatisfied
7246,15763579,Castro,702,Germany,Female,36,2,105265.0,2,Yes,Yes,52909.87,0,Not Complained,3,GOLD,898,Middle_Age,Neutral
7247,15728010,Capon,485,France,Male,37,5,76486.0,2,No,Yes,170226.47,0,Not Complained,4,SILVER,735,Middle_Age,Satisfied
7248,15663194,Voronova,582,Germany,Female,40,3,110150.0,1,Yes,Yes,191757.65,1,Complained,1,GOLD,686,Middle_Age,Very Dissatisfied
7249,15736510,Loggia,605,Spain,Female,57,2,76486.0,3,Yes,No,66652.75,1,Complained,3,PLATINUM,502,Senior,Neutral
7250,15745804,Law,628,France,Male,25,7,76486.0,2,Yes,Yes,195977.75,0,Not Complained,2,PLATINUM,495,Young,Dissatisfied
7251,15631451,Grant,604,Spain,Female,28,6,76486.0,2,Yes,Yes,69056.26,0,Not Complained,4,SILVER,634,Early_Adult,Satisfied
7252,15746995,Greco,724,Germany,Male,31,9,138166.0,1,Yes,No,12920.43,0,Not Complained,5,PLATINUM,376,Early_Adult,Very Satisfied
7253,15730673,Dietz,567,Germany,Male,40,7,122265.0,1,Yes,No,138552.74,0,Not Complained,1,SILVER,433,Middle_Age,Very Dissatisfied
7254,15734649,Martel,779,Spain,Female,55,0,133296.0,1,Yes,No,22832.71,1,Complained,2,DIAMOND,384,Senior,Dissatisfied
7255,15701081,Jarvis,785,France,Male,36,2,76486.0,1,No,Yes,61811.1,0,Not Complained,2,PLATINUM,607,Middle_Age,Dissatisfied
7256,15632503,Meng,563,France,Female,32,0,148326.0,1,Yes,No,191604.27,1,Complained,3,GOLD,356,Early_Adult,Neutral
7257,15585928,Hay,821,Germany,Female,31,2,68928.0,1,Yes,Yes,25445.0,0,Not Complained,4,GOLD,369,Early_Adult,Satisfied
7258,15648681,Voronoff,747,France,Female,47,5,139915.0,4,No,Yes,129964.56,1,Complained,5,DIAMOND,230,Senior,Very Satisfied
7259,15747757,Trevascus,600,Germany,Female,58,8,118723.0,1,No,No,6209.51,1,Complained,3,SILVER,313,Senior,Neutral
7260,15718921,Ho,625,Spain,Male,32,7,106957.0,1,Yes,Yes,134794.02,0,Not Complained,2,SILVER,470,Early_Adult,Dissatisfied
7261,15571081,Hansen,773,France,Female,41,7,190239.0,1,Yes,Yes,57549.65,0,Not Complained,2,DIAMOND,862,Middle_Age,Dissatisfied
7262,15734578,Craig,726,France,Female,53,1,113538.0,1,No,Yes,28367.21,0,Not Complained,4,GOLD,276,Senior,Satisfied
7263,15579583,Hall,641,Spain,Female,40,4,101090.0,1,Yes,Yes,51703.09,0,Not Complained,5,GOLD,447,Middle_Age,Very Satisfied
7264,15622729,Sun,649,France,Female,46,2,76486.0,2,Yes,Yes,66602.7,0,Not Complained,3,SILVER,499,Senior,Neutral
7265,15662189,Durant,434,Spain,Male,33,3,76486.0,1,Yes,Yes,2739.71,0,Not Complained,5,PLATINUM,556,Early_Adult,Very Satisfied
7266,15692718,Jackson,738,France,Female,38,7,76486.0,2,No,No,69227.42,0,Not Complained,2,PLATINUM,677,Middle_Age,Dissatisfied
7267,15762716,Chigozie,762,Spain,Female,60,10,168921.0,1,Yes,No,31445.03,1,Complained,4,SILVER,909,Senior,Satisfied
7268,15724851,Farmer,507,Germany,Male,31,9,111590.0,1,Yes,No,150037.19,0,Not Complained,2,PLATINUM,473,Early_Adult,Dissatisfied
7269,15587266,Douglas,606,Germany,Female,27,6,172310.0,1,No,Yes,111448.92,0,Not Complained,4,DIAMOND,232,Early_Adult,Satisfied
7270,15675926,Ardis,655,Germany,Male,34,7,118028.0,1,Yes,No,51226.32,1,Complained,2,SILVER,573,Early_Adult,Dissatisfied
7271,15706268,Smith,697,Germany,Male,51,1,147910.0,1,Yes,Yes,53581.14,0,Not Complained,4,DIAMOND,639,Senior,Satisfied
7272,15581871,Butler,504,Germany,Male,42,7,131287.0,2,Yes,Yes,149697.78,0,Not Complained,4,GOLD,809,Middle_Age,Satisfied
7273,15666166,Pettry,653,France,Female,74,0,121276.0,1,Yes,Yes,160348.31,0,Not Complained,3,GOLD,582,Elder,Neutral
7274,15671582,John,660,Spain,Male,38,6,109869.0,1,Yes,Yes,154641.91,0,Not Complained,3,PLATINUM,688,Middle_Age,Neutral
7275,15680901,Potter,652,France,Female,34,6,97436.0,2,Yes,Yes,104331.76,0,Not Complained,5,SILVER,604,Early_Adult,Very Satisfied
7276,15642336,Shaw,669,France,Female,42,9,76486.0,2,No,No,135630.32,0,Not Complained,2,PLATINUM,526,Middle_Age,Dissatisfied
7277,15653147,Boyle,594,France,Male,35,2,133853.0,1,Yes,Yes,65361.66,0,Not Complained,1,GOLD,722,Early_Adult,Very Dissatisfied
7278,15571284,Elmore,756,Germany,Male,32,0,109528.0,2,Yes,Yes,56176.31,0,Not Complained,3,GOLD,516,Early_Adult,Neutral
7279,15591360,Udinesi,642,France,Female,33,4,84607.0,2,No,Yes,60059.47,0,Not Complained,5,GOLD,880,Early_Adult,Very Satisfied
7280,15810485,Sun,486,Germany,Male,37,1,101438.0,1,No,No,51364.56,0,Not Complained,3,PLATINUM,512,Middle_Age,Neutral
7281,15611973,Tuan,804,France,Male,55,7,76486.0,2,Yes,Yes,118752.6,0,Not Complained,5,SILVER,914,Senior,Very Satisfied
7282,15735572,Lawrence,629,France,Male,59,9,113658.0,1,Yes,Yes,116848.79,1,Complained,2,SILVER,968,Senior,Dissatisfied
7283,15567860,Burrows,581,Spain,Female,44,7,189318.0,2,Yes,No,45026.23,1,Complained,5,SILVER,846,Middle_Age,Very Satisfied
7284,15795690,Shao,667,France,Male,31,3,99514.0,1,Yes,Yes,189657.26,0,Not Complained,3,GOLD,962,Early_Adult,Neutral
7285,15706464,White,667,Spain,Male,35,4,97585.0,2,No,No,57213.46,0,Not Complained,4,GOLD,369,Early_Adult,Satisfied
7286,15725028,Chialuka,679,France,Male,29,3,76486.0,2,Yes,Yes,63687.06,0,Not Complained,5,PLATINUM,717,Early_Adult,Very Satisfied
7287,15751167,Toscano,680,France,Female,43,4,76486.0,2,Yes,Yes,58761.33,0,Not Complained,1,SILVER,528,Middle_Age,Very Dissatisfied
7288,15633944,McKay,644,Spain,Male,32,3,136660.0,1,Yes,Yes,14187.78,0,Not Complained,3,SILVER,543,Early_Adult,Neutral
7289,15672637,Voronkov,571,France,Female,30,4,85756.0,1,Yes,No,145115.95,0,Not Complained,5,DIAMOND,396,Early_Adult,Very Satisfied
7290,15680895,Sal,627,Spain,Female,35,7,76486.0,1,Yes,No,187718.26,0,Not Complained,4,GOLD,256,Early_Adult,Satisfied
7291,15793825,Ikechukwu,536,France,Male,39,4,76486.0,2,Yes,No,27150.35,0,Not Complained,1,PLATINUM,422,Middle_Age,Very Dissatisfied
7292,15611318,Kruglova,599,Spain,Male,33,4,51691.0,1,Yes,No,111622.76,1,Complained,4,DIAMOND,811,Early_Adult,Satisfied
7293,15768474,Clements,744,Spain,Male,34,3,76486.0,2,Yes,No,27244.35,0,Not Complained,2,PLATINUM,764,Early_Adult,Dissatisfied
7294,15716276,Kennedy,709,France,Female,34,2,111670.0,1,Yes,No,57029.66,0,Not Complained,4,DIAMOND,585,Early_Adult,Satisfied
7295,15623668,Johnson,653,Germany,Male,31,2,154741.0,2,No,No,25183.01,0,Not Complained,1,SILVER,733,Early_Adult,Very Dissatisfied
7296,15696361,Chung,648,Germany,Male,31,7,125682.0,1,No,Yes,129980.93,0,Not Complained,4,GOLD,744,Early_Adult,Satisfied
7297,15607988,Garland,663,Germany,Female,37,8,155304.0,1,Yes,No,118716.63,0,Not Complained,1,SILVER,333,Middle_Age,Very Dissatisfied
7298,15637891,Docherty,613,Germany,Female,43,4,140682.0,1,No,Yes,20134.07,0,Not Complained,3,PLATINUM,290,Middle_Age,Neutral
7299,15789865,Nnaife,620,France,Male,28,9,71903.0,1,No,Yes,190208.23,0,Not Complained,5,SILVER,334,Early_Adult,Very Satisfied
7300,15627190,Lettiere,661,France,Male,51,6,146607.0,1,Yes,Yes,68021.9,0,Not Complained,5,DIAMOND,259,Senior,Very Satisfied
7301,15788224,Sanderson,669,Germany,Male,45,1,123950.0,1,No,No,110881.56,0,Not Complained,2,DIAMOND,298,Middle_Age,Dissatisfied
7302,15702149,Fomin,767,Germany,Female,33,1,144753.0,1,Yes,Yes,132480.75,0,Not Complained,1,GOLD,541,Early_Adult,Very Dissatisfied
7303,15708236,Wright,491,France,Female,72,6,91285.0,1,Yes,Yes,7032.95,0,Not Complained,3,GOLD,277,Elder,Neutral
7304,15568469,Buckley,653,France,Male,43,0,76486.0,2,Yes,No,27862.58,0,Not Complained,2,SILVER,901,Middle_Age,Dissatisfied
7305,15764444,Pan,679,Germany,Male,58,8,125851.0,2,Yes,Yes,87008.17,0,Not Complained,2,DIAMOND,572,Senior,Dissatisfied
7306,15794204,Manna,687,France,Male,28,7,108117.0,1,Yes,Yes,27411.19,0,Not Complained,3,PLATINUM,387,Early_Adult,Neutral
7307,15807546,Chinwendu,837,France,Female,38,2,76486.0,2,Yes,Yes,46395.21,0,Not Complained,4,SILVER,459,Middle_Age,Satisfied
7308,15782159,Ndubuagha,850,France,Male,28,8,67640.0,2,Yes,Yes,194245.29,0,Not Complained,5,GOLD,990,Early_Adult,Very Satisfied
7309,15618703,White,663,Spain,Female,53,6,150200.0,1,No,Yes,151317.27,1,Complained,3,GOLD,654,Senior,Neutral
7310,15793317,Hale,547,Spain,Female,22,7,141287.0,1,Yes,No,118142.79,0,Not Complained,5,PLATINUM,282,Young,Very Satisfied
7311,15740487,Ross,627,France,Female,41,6,76486.0,3,Yes,Yes,138700.75,1,Complained,4,DIAMOND,223,Middle_Age,Satisfied
7312,15722479,Ikenna,707,France,Male,37,1,76486.0,2,No,Yes,6035.51,0,Not Complained,2,GOLD,788,Middle_Age,Dissatisfied
7313,15688264,Nkemdilim,629,France,Female,43,0,76486.0,2,Yes,Yes,41263.69,0,Not Complained,2,SILVER,908,Middle_Age,Dissatisfied
7314,15583067,McMillan,687,France,Female,36,4,97158.0,1,No,Yes,63185.05,0,Not Complained,2,PLATINUM,817,Middle_Age,Dissatisfied
7315,15686670,Duke,588,France,Female,36,2,76486.0,2,Yes,No,92536.0,1,Complained,3,DIAMOND,343,Middle_Age,Neutral
7316,15593345,Bradbury,502,Germany,Female,33,6,125241.0,2,Yes,Yes,158736.07,0,Not Complained,2,DIAMOND,742,Early_Adult,Dissatisfied
7317,15811690,Bayley,793,Germany,Male,54,2,128966.0,1,No,No,18633.4,1,Complained,5,SILVER,835,Senior,Very Satisfied
7318,15734008,Bartlett,727,Germany,Male,59,5,152581.0,1,Yes,No,71830.1,1,Complained,4,PLATINUM,599,Senior,Satisfied
7319,15771856,Cremin,632,Spain,Female,32,1,76486.0,2,Yes,No,19525.65,0,Not Complained,1,GOLD,523,Early_Adult,Very Dissatisfied
7320,15762045,Gilchrist,474,Germany,Female,37,5,142689.0,2,Yes,Yes,110953.33,0,Not Complained,4,DIAMOND,822,Middle_Age,Satisfied
7321,15778142,Shih,850,Germany,Female,31,1,130090.0,2,Yes,Yes,4466.21,0,Not Complained,3,GOLD,729,Early_Adult,Neutral
7322,15689268,Fitzpatrick,584,France,Male,36,9,76486.0,1,Yes,Yes,105818.51,0,Not Complained,3,PLATINUM,951,Middle_Age,Neutral
7323,15721507,Pagan,713,France,Female,32,1,117094.0,1,No,No,149558.83,1,Complained,3,PLATINUM,829,Early_Adult,Neutral
7324,15750476,Hendrick,742,Spain,Male,24,8,76486.0,2,Yes,No,4070.28,0,Not Complained,4,DIAMOND,255,Young,Satisfied
7325,15810723,Sanderson,607,France,Female,39,10,76486.0,3,Yes,No,132741.13,1,Complained,5,SILVER,480,Middle_Age,Very Satisfied
7326,15787229,Samsonova,761,Spain,Female,34,2,76486.0,2,Yes,No,61251.25,0,Not Complained,3,SILVER,741,Early_Adult,Neutral
7327,15570508,Azubuike,600,France,Male,49,7,90219.0,1,Yes,No,91347.76,0,Not Complained,4,DIAMOND,367,Senior,Satisfied
7328,15617065,Pan,650,Spain,Male,42,4,194533.0,1,Yes,No,171045.31,1,Complained,3,PLATINUM,824,Middle_Age,Neutral
7329,15689786,Massie,850,Germany,Male,56,1,169744.0,1,No,No,155850.4,1,Complained,1,DIAMOND,757,Senior,Very Dissatisfied
7330,15648876,Sandover,501,France,Female,34,5,76486.0,1,Yes,No,27380.99,0,Not Complained,4,PLATINUM,501,Early_Adult,Satisfied
7331,15802106,Craig,418,France,Male,34,8,155974.0,1,Yes,No,154208.96,0,Not Complained,4,GOLD,777,Early_Adult,Satisfied
7332,15773869,Onwudiwe,797,Spain,Male,59,4,129321.0,1,Yes,Yes,93624.55,0,Not Complained,3,GOLD,245,Senior,Neutral
7333,15711635,Chu,788,Germany,Female,42,6,138650.0,2,Yes,No,64746.07,0,Not Complained,4,GOLD,372,Middle_Age,Satisfied
7334,15795527,Zetticci,699,Spain,Male,43,2,136488.0,2,Yes,No,82815.93,0,Not Complained,4,PLATINUM,237,Middle_Age,Satisfied
7335,15759133,Vaguine,616,France,Male,18,6,76486.0,2,Yes,Yes,27308.58,0,Not Complained,3,PLATINUM,466,Young,Neutral
7336,15679394,Owen,651,France,Female,41,4,38617.0,1,Yes,Yes,104876.8,0,Not Complained,1,SILVER,771,Middle_Age,Very Dissatisfied
7337,15801072,Hurst,654,France,Female,28,7,76486.0,2,Yes,No,151316.37,0,Not Complained,2,PLATINUM,660,Early_Adult,Dissatisfied
7338,15646082,Harding,676,France,Female,34,8,82909.0,1,Yes,No,91817.38,1,Complained,1,GOLD,502,Early_Adult,Very Dissatisfied
7339,15796111,Smith,708,Germany,Female,54,8,145151.0,1,No,Yes,125311.17,1,Complained,4,PLATINUM,863,Senior,Satisfied
7340,15670646,Moore,499,Spain,Female,42,0,147188.0,1,Yes,Yes,14868.94,1,Complained,5,SILVER,662,Middle_Age,Very Satisfied
7341,15578722,Bradley,689,France,Male,39,4,76486.0,2,Yes,No,196112.45,0,Not Complained,2,GOLD,969,Middle_Age,Dissatisfied
7342,15815095,Burfitt,850,Spain,Male,54,7,108186.0,2,No,No,24093.4,1,Complained,3,PLATINUM,431,Senior,Neutral
7343,15730360,Mackenzie,502,France,Male,30,4,76486.0,2,Yes,Yes,66263.87,0,Not Complained,4,DIAMOND,396,Early_Adult,Satisfied
7344,15763194,Milanesi,643,France,Male,34,7,76486.0,2,No,Yes,100304.13,0,Not Complained,5,DIAMOND,520,Early_Adult,Very Satisfied
7345,15720725,Shubin,762,France,Male,28,2,76486.0,2,Yes,No,167909.52,0,Not Complained,2,DIAMOND,989,Early_Adult,Dissatisfied
7346,15567834,Nieves,719,France,Male,49,5,105918.0,1,Yes,Yes,16246.59,0,Not Complained,1,DIAMOND,221,Senior,Very Dissatisfied
7347,15720644,Martin,789,France,Male,27,6,76486.0,2,Yes,No,103603.65,0,Not Complained,5,GOLD,859,Early_Adult,Very Satisfied
7348,15811742,Jen,553,Spain,Male,42,7,76486.0,2,Yes,No,7680.23,0,Not Complained,3,SILVER,869,Middle_Age,Neutral
7349,15813363,Woods,448,Spain,Male,25,2,76486.0,2,No,No,95215.73,0,Not Complained,2,PLATINUM,843,Young,Dissatisfied
7350,15717629,Docherty,632,Germany,Male,42,6,59972.0,2,No,Yes,148172.94,0,Not Complained,1,SILVER,491,Middle_Age,Very Dissatisfied
7351,15713160,Lin,669,Spain,Male,25,7,157229.0,2,Yes,No,124382.9,0,Not Complained,1,GOLD,632,Young,Very Dissatisfied
7352,15568878,Cheng,654,Spain,Male,34,5,76486.0,2,Yes,No,159311.46,0,Not Complained,3,PLATINUM,527,Early_Adult,Neutral
7353,15809800,Korovina,726,France,Female,38,4,76486.0,2,No,No,6787.48,0,Not Complained,5,DIAMOND,523,Middle_Age,Very Satisfied
7354,15736420,Macdonald,596,France,Male,21,4,210433.0,2,No,Yes,197297.77,1,Complained,5,DIAMOND,896,Young,Very Satisfied
7355,15757933,Hardy,733,Germany,Female,30,1,102453.0,1,Yes,No,21556.95,0,Not Complained,5,PLATINUM,950,Early_Adult,Very Satisfied
7356,15623072,Shaw,529,Spain,Female,35,5,76486.0,2,Yes,No,56518.0,0,Not Complained,4,DIAMOND,284,Early_Adult,Satisfied
7357,15683993,Knight,493,France,Female,37,8,142987.0,2,Yes,No,158840.99,0,Not Complained,4,DIAMOND,660,Middle_Age,Satisfied
7358,15570947,Bruny,615,Spain,Female,29,7,143331.0,2,Yes,Yes,126396.01,0,Not Complained,1,DIAMOND,229,Early_Adult,Very Dissatisfied
7359,15797767,Ikedinachukwu,600,France,Female,49,6,76486.0,1,No,Yes,148087.88,1,Complained,3,PLATINUM,269,Senior,Neutral
7360,15731989,Moran,666,France,Male,36,4,120165.0,2,Yes,No,33701.5,0,Not Complained,4,GOLD,617,Middle_Age,Satisfied
7361,15591035,Macleod,644,Spain,Male,54,6,76486.0,1,No,Yes,84622.37,0,Not Complained,5,GOLD,313,Senior,Very Satisfied
7362,15586479,Yin,692,France,Female,36,4,76486.0,1,Yes,No,185580.89,1,Complained,1,PLATINUM,283,Middle_Age,Very Dissatisfied
7363,15605872,Felix,707,France,Male,73,6,66573.0,1,Yes,Yes,62768.8,0,Not Complained,3,GOLD,884,Elder,Neutral
7364,15666012,Rippey,603,France,Male,40,4,102833.0,2,Yes,Yes,38829.11,0,Not Complained,3,GOLD,448,Middle_Age,Neutral
7365,15641733,Mishina,671,France,Female,34,5,164758.0,1,Yes,No,110748.88,0,Not Complained,2,GOLD,965,Early_Adult,Dissatisfied
7366,15593178,Graham,568,Spain,Female,36,10,153611.0,1,Yes,Yes,54083.8,1,Complained,2,SILVER,244,Middle_Age,Dissatisfied
7367,15649183,Johnston,598,Spain,Female,35,8,76486.0,3,No,Yes,88658.73,0,Not Complained,4,DIAMOND,235,Early_Adult,Satisfied
7368,15736399,Korovin,606,Spain,Male,42,10,76486.0,2,Yes,No,177938.52,0,Not Complained,2,PLATINUM,230,Middle_Age,Dissatisfied
7369,15751137,Lei,850,Germany,Female,36,3,169026.0,1,Yes,No,174235.06,0,Not Complained,4,GOLD,492,Middle_Age,Satisfied
7370,15757188,Chimaijem,644,Spain,Female,26,4,153456.0,2,Yes,Yes,82696.84,0,Not Complained,5,PLATINUM,944,Early_Adult,Very Satisfied
7371,15726167,Scott,655,France,Male,37,4,76486.0,2,Yes,Yes,142415.97,0,Not Complained,3,PLATINUM,774,Middle_Age,Neutral
7372,15624850,Grant,850,France,Male,30,10,153973.0,2,Yes,No,62811.03,0,Not Complained,1,DIAMOND,945,Early_Adult,Very Dissatisfied
7373,15717700,McIntyre,683,Spain,Male,34,9,114610.0,2,No,Yes,25339.29,0,Not Complained,5,DIAMOND,739,Early_Adult,Very Satisfied
7374,15716347,Griffin,663,Germany,Male,37,7,143626.0,2,No,Yes,176487.05,0,Not Complained,3,SILVER,342,Middle_Age,Neutral
7375,15696287,Converse,682,Germany,Female,38,1,116520.0,1,Yes,Yes,49833.5,1,Complained,1,GOLD,463,Middle_Age,Very Dissatisfied
7376,15638871,Ch'ang,639,France,Male,77,6,80926.0,2,Yes,Yes,55829.25,0,Not Complained,5,GOLD,291,Elder,Very Satisfied
7377,15765093,Coates,704,France,Male,23,6,166595.0,1,Yes,Yes,155823.2,0,Not Complained,4,GOLD,881,Young,Satisfied
7378,15592999,Reid,691,France,Female,40,0,115466.0,1,Yes,Yes,60622.61,0,Not Complained,4,PLATINUM,823,Middle_Age,Satisfied
7379,15641715,Ts'ui,599,France,Male,34,8,76486.0,2,Yes,Yes,174196.68,0,Not Complained,4,GOLD,524,Early_Adult,Satisfied
7380,15607746,Belstead,573,France,Female,36,1,76486.0,1,Yes,Yes,56905.38,0,Not Complained,1,SILVER,417,Middle_Age,Very Dissatisfied
7381,15625311,Dickinson,589,Germany,Female,41,7,92619.0,1,Yes,Yes,101178.85,0,Not Complained,5,SILVER,235,Middle_Age,Very Satisfied
7382,15573077,Nwora,620,Germany,Female,25,8,141826.0,1,Yes,Yes,73857.94,1,Complained,1,GOLD,911,Young,Very Dissatisfied
7383,15735106,Bishop,647,Spain,Male,28,6,149594.0,2,Yes,No,102325.19,0,Not Complained,5,SILVER,607,Early_Adult,Very Satisfied
7384,15672912,Loggia,737,Spain,Female,39,7,130052.0,2,No,No,55356.39,1,Complained,2,SILVER,722,Middle_Age,Dissatisfied
7385,15589881,Rowe,634,France,Female,41,7,76486.0,2,Yes,Yes,131284.93,0,Not Complained,4,SILVER,894,Middle_Age,Satisfied
7386,15660144,Balashov,660,France,Male,38,4,76486.0,2,No,No,88080.43,0,Not Complained,3,GOLD,490,Middle_Age,Neutral
7387,15664083,Ulyanova,666,Germany,Female,37,2,158469.0,1,No,Yes,93266.01,0,Not Complained,3,DIAMOND,630,Middle_Age,Neutral
7388,15690898,Bogolyubova,696,France,Male,44,8,161890.0,1,No,No,75562.47,0,Not Complained,4,GOLD,786,Middle_Age,Satisfied
7389,15808023,Remington,836,France,Female,29,9,133682.0,1,Yes,Yes,153747.73,0,Not Complained,1,PLATINUM,954,Early_Adult,Very Dissatisfied
7390,15676909,Mishin,667,Spain,Female,34,5,76486.0,2,Yes,No,163830.64,0,Not Complained,5,DIAMOND,627,Early_Adult,Very Satisfied
7391,15764922,Tu,596,Spain,Male,20,3,187294.0,1,Yes,No,103456.47,0,Not Complained,4,DIAMOND,719,Young,Satisfied
7392,15766734,Castiglione,430,France,Male,31,5,76486.0,1,Yes,No,95655.16,0,Not Complained,1,GOLD,533,Early_Adult,Very Dissatisfied
7393,15795079,Nnaife,596,Spain,Male,67,6,76486.0,2,Yes,Yes,138350.74,0,Not Complained,3,PLATINUM,727,Elder,Neutral
